paper_url,paper_name,paper_year,Abstract,Keywords,PMID,Affiliations
https://www.ncbi.nlm.nih.gov/pubmed/41107592,Evaluating pneumoperitoneum pressure in robotic liver surgery: a propensity-score matched analysis in a high-volume center in Scandinavia.,2025,"Minimally invasive liver surgery usually involves the use of standard pneumoperitoneal pressure (12-15 mmHg) and low central venous pressure (CVP) management to reduce intraoperative bleeding while hereby possibly increasing the risk for gas embolism. The purpose of this study is to evaluate the efficacy and safety of low pneumoperitoneum pressure (Low-PP: 10 mmHg) compared to standard pneumoperitoneum pressure (Standard-PP: 12 mmHg) in patients undergoing robotic liver surgery (RLS) without active CVP management. A single-center retrospective cohort study was conducted from June 2019 to February 2024. Propensity-score matching analysis (1:1) was performed based on age, sex, BMI, ASA classification, diagnosis, and extent of resection (minor or major) for Low-PP group to Standard-PP group. The primary outcome were estimated blood loss (EBL), operating time (OT), length of stay (LOS), and complications (Clavien-Dindo classification). Before the propensity-score matching (PSM) analysis, the Low-PP group comprised 63 patients and the Standard-PP group comprised 130 patients. Following PSM analysis, each group comprised 62 patients. The pringle maneuver was performed significantly more frequently in the Low-PP group (87.1% vs 50.0%, p < 0.001). There were no statistically significant differences with regards EBL, OT, LOS, or overall/major complications between the two groups. Intraoperative anesthetic parameters were comparable, and no signs of gas embolism were observed in either group. In a subgroup analyis for minor and major resections, no statistically significant differences were observed in perioperative outcomes between the groups. Our study did not find any statistically significant difference in perioperative outcomes of patients undergoing RLS at a pneumoperitoneal pressure of 10 mmHg versus 12 mmHg. We therefore conclude that performing RLS using a pneumoperitoneal pressure of 10 mmHg PP is feasible and safe. Randomized controlled trials are needed to further investigate the potential and benefit of this strategy.",,41107592,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107589,Association rules of social alienation in maintenance hemodialysis patients: an Apriori algorithm analysis and intervention strategies.,2025,"Social alienation significantly impacts maintenance hemodialysis (MHD) patients. This study aimed to identify key factors associated with social alienation in MHD patients using association rule mining to inform interventions. A cross-sectional study enrolled 250 MHD patients from 11 centers (March-April 2025). Social alienation was assessed using the General Alienation Scale (GAS). Sociodemographic, clinical, and treatment variables were analyzed using the Apriori algorithm with thresholds: support ≥ 30%, confidence ≥ 50%, lift > 1. Among participants, 49.2% (n = 123) reported social alienation. Seven strong association rules were identified. Key combinations included: Urban employee insurance + thrice-weekly dialysis (support 58.8%, confidence 54.4%); Male + urban employee insurance + thrice-weekly dialysis (support 36.8%, confidence 54.4%); Age 36-50 + Han ethnicity (support 31.2%, confidence 56.4%). A dialysis treatment plan of 4-5 h per week for three times, middle-aged working patients, and limited support were prominent risk factors. Social alienation in MHD patients is multifactorial. Interventions should include flexible dialysis scheduling, multidisciplinary psychosocial support, and community networks. Policy reforms addressing insurance-related employment stress are needed. Data-driven strategies enhance chronic disease management.",,41107589,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107584,Would ChatGPT hire you? Your age and gender matter.,2025,,,41107584,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107579,Relationship between remnant cholesterol inflammatory index and clinical outcome in ischemic stroke patients treated with endovascular thrombectomy.,2025,"Growing evidence indicates that the remnant cholesterol inflammatory index (RCII) is significantly involved in the pathogenesis of ischemic stroke. In this study, we investigated whether RCII levels are associated with clinical outcomes in large vessel occlusive stroke patients receiving endovascular thrombectomy (EVT) treatment. We conducted a retrospective analysis of patients prospectively registered in the stroke databases of two Chinese stroke centers. RCII was derived from lipid profiles and high-sensitivity C-reactive protein levels obtained within 24 h of hospitalization. A poor functional outcome was defined as a modified Rankin Scale score > 2 at 90-day follow-up. The independent relationship between RCII and clinical outcomes was examined through adjusted multivariable logistic regression models. A total of 935 eligible patients (mean age: 70.4 years; male: 555 [59.4%]) were included. During the 90 days follow-up, 464 patients (49.6%) developed poor outcome. In the multivariable logistic regression analysis, RCII was significantly associated with 90-day poor outcome after EVT (per 1-SD increase: odds ratio [OR], 1.358; 95% confidence interval [CI], 1.080-1.707; P = 0.009; fourth vs. first quartile: OR, 3.926; 95% CI, 2.526-6102; P = 0.001). In addition, subgroup analyses further confirmed these results. Our study demonstrated that elevated RCII levels were significantly associated with 90-day poor functional outcome in anterior circulation large vessel occlusion stroke patients undergoing EVT. Further multicenter studies are warranted to validate these findings across diverse populations and to develop targeted preventive strategies and personalized lifestyle interventions.",,41107579,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107578,Investigating the impact of white matter hyperintensities on longitudinal progression in progressive supranuclear palsy.,2025,"White matter hyperintensities (WMH), traditionally linked to cerebral small vessel disease, are frequent in Progressive Supranuclear Palsy (PSP). This study assessed their prognostic value in disease progression. Sixty PSP patients underwent 3 Tesla Magnetic Resonance Imaging (MRI) at baseline and then were followed for of 48.62 ± 25.11 (mean ± standard deviation) months with extensive neurological evaluations. WMH were rated with the age-related white matter changes (ARWMC) scale (total and lobar), classifying patients into two groups: ARWMC = 0 (without WMH) and ARWMC >0 (with WMH). Outcomes included time to disease milestones (unintelligible speech, wheelchair dependency, PEG placement, death). Kaplan-Meier, Cox regression, and linear mixed models were applied, adjusting for age, sex, and vascular risk factors. Baseline WMH were present in 65% (mean ARWMC score 4.7 ± 3.3), predominantly in frontal and parietal lobes. The presence of WMH did not significantly influence time to milestones or death. In subregional analyses, higher temporal lobe WMH scores predicted reaching any milestones (HR 3.336, 95% CI 1.698-6.555, p<0.001) and death (HR 2.533, 95% CI 1.297-4.945, p=0.006), even after adjusting for age, sex and ARWMC score of all lobes. No effect of WMH burden on PSP-rs progression was observed. Overall WMH burden at baseline was not associated with clinical progression in PSP, although temporal lobe WMH may represent a specific prognostic marker. These findings suggest a limited role of WMH in PSP progression and call for advanced imaging studies to clarify their contribution.",,41107578,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107576,Impact of financial deprivation in first-episode psychosis: a prospective 4-year follow-up study.,2025,"Socioeconomic disadvantage can exacerbate psychosis outcomes, yet the long-term impact of financial deprivation remains underexplored. This study examined how financial deprivation at first-episode psychosis affects clinical, functional, and neurocognitive outcomes over four years. Participants were 240 adults (26-55 years) from the Jockey Club Early Psychosis project in Hong Kong, China. Financial deprivation was defined as household income < 50% of the median for household size. Regression analyses assessed the predictive value of baseline financial deprivation on four-year outcomes, controlling for sociodemographic and premorbid confounders. Age-subgroup analyses explored differential effects across developmental periods (< 33, 33-42, > 42 years). At baseline, 121 participants (51.7%) were financially deprived, characterized by lower education, more siblings, foreign-born status, and residence in public housing. Baseline financial deprivation predicted worse four-year clinical, functional, and quality of life outcomes four years later. Financial hardship did not appear to predict neurocognitive outcomes at follow-up. Age-subgroup analyses indicated the strongest and most consistent effects in participants > 42 years, with minimal to modest effects in younger subgroups. Financial deprivation during early psychosis represents a high-risk subgroup, particularly in later adulthood, with persistent symptomatic and functional impairments. Early identification and age-sensitive interventions, such as vocational support, social benefits assistance, and programs promoting social integration and independent living, are essential. Policy measures targeting socioeconomic disadvantage may mitigate long-term impacts on illness trajectory and recovery.",,41107576,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107567,Weight loss aggravates obesity-induced hypothalamic inflammation in mid-aged mice.,2025,"While neuroinflammation is an established response to both weight gain and aging, the hypothalamic neuroinflammatory early response to weight loss (WL) remains unknown, particularly in mid-age. Here, we questioned whether WL-induced rapid restoration of normoglycemia is mediated by the resolution of hypothalamic microgliosis in mid-aged mice. Mid-aged (1 year) mice were fed normal chow (NC) or a high-fat diet (HFD, 8 weeks), and WL was induced by a 2-week switch back to NC. Key findings were compared to young (7 weeks) mice. Mid-aged WL mice lost within 2 weeks 54% of their excess body weight, somewhat less than young mice (68%). Whole-hypothalamus RNA sequencing revealed ~ 4 times more differentially expressed genes (DEGs) in mid-aged than in young mice (2419 vs. 670, respectively). Nevertheless, in both ages, WL did not reverse but rather aggravated the transcriptomic response to HFD in ~ 80% of DEGs, uncovering downregulated metabolic (oxidative phosphorylation, thermogenesis) and neurodegenerative pathways, particularly in mid-age. Consistently, in the arcuate nucleus (ARC), HFD-induced increase in microglial number and volume further increased in weight-losing mid-aged mice. Consistently, only in mid-aged mice, WL further increased HFD-induced mean single-microglial volume in ARC, corresponding to increased pNFκB-(p-p65) nuclear staining. Despite aggravated hypothalamic and microglial changes, mid-aged mice fully normalized impaired glucose tolerance by early WL. Adipose tissue inflammation was not resolved in mid-aged WL mice, and adipose tissue crown-like-structure density correlated with ARC microglial cell volume (Rho(ρ) = 0.691, p = 0.001). In conclusion, in mid-aged mice, obesity-induced hypothalamic and microglial changes were aggravated during the early response to WL. The resolution of these obesity-induced changes is not required for the normalization of glucose intolerance.",,41107567,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107563,Psychiatric disorders after traumatic intracranial hemorrhage: the HEAD Helsinki study.,2025,"The extent of psychiatric disorders after head injury is not well recognized. We assessed the prevalence and treatment of psychiatric disorders after traumatic intracranial hemorrhage (tICH) in a 10-year follow-up. An observational, retrospective single-center cohort of tICH patients from HEAD Helsinki (Head trauma related health care Economics, Acute care and Development of long-term outcomes in Helsinki city region) study hospitalized at Helsinki University Hospital between 01 January and 31 December 2010. We reported primary outcomes as psychiatric disorders and their subsequent treatment on secondary level psychiatric care during the follow-up period between January 2010 and December 2019. Logistic regression analysis was performed to study associations between admission clinical characteristics and primary outcomes. In our cohort of 385 patients (mean age 60.7 years, 66.5% male) with tICH, 66 (17.1%) had any psychiatric disorders during the follow-up period (median time 108 months, IQR 92 months), and 48 (72.1%) of them experienced new psychiatric disorders (median time to onset 29.5 months, IQR 64 months), of which 26 (54.2%) were without any psychiatric history prior to tICH. A total of 35 patients (53.0%) received secondary level psychiatric care, and 40 (60.6%) patients had initiated new psychotropics (median time to initiation 8 months, IQR 40 months). Compared to patients without psychiatric disorders, those with psychiatric disorders were younger (mean age 49.1 vs. 63.1 years, p < 0.001) and had less frequently larger (> 100 ml) intracranial hemorrhages (21.2 vs. 44.2%, p = 0.001). In multivariable analyses, younger age was independently associated with the development of any psychiatric disorders. Prior psychiatric medication and lower admission GCS score were associated with consequent psychiatric treatment. Every sixth patient treated in a tertiary level neurosurgical unit had psychiatric disorders diagnosed at secondary level care after tICH and over half of them received secondary level psychiatric care. Psychiatric disorders development was associated with younger age whereas prior psychiatric medication and lower admission GCS score indicated subsequent psychiatric treatment.","Humans, Male, Female, Middle Aged, Mental Disorders, Retrospective Studies, Aged, Intracranial Hemorrhage, Traumatic, Finland, Follow-Up Studies, Prevalence, Adult",41107563,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107542,Evaluation of Sirtuin 1 (SIRT1) and Sirtuin 3 (SIRT3) in serum and cerebrospinal fluid following fatal traumatic brain injury.,2025,"Traumatic brain injury (TBI) remains a major contributor to mortality and is frequently the subject of forensic and neuropathological inquiries. In light of ongoing advances in neuroscience and clinical diagnostics, the development of novel bioanalytical methods and data interpretation tools for diagnosing TBI in both living and deceased individuals remains a pressing need. Among the proteins of growing interest are the multifunctional and evolutionarily conserved sirtuin 1 (SIRT1) and sirtuin 3 (SIRT3), due to their adaptive roles in mitochondrial energy metabolism, aging, genomic stability, inflammation, and oncogenesis. This study aimed to determine whether SIRT1 and SIRT3 levels are elevated in post-mortem biofluids, specifically serum and cerebrospinal fluid (CSF) in fatal TBI cases in a population-based autopsy survey. A total of 40 individuals were included, equally divided into two groups, individuals who died from traumatic brain injury (n = 20) and those who died from sudden cardiac or respiratory causes (n = 20), serving as controls. Serum and CSF samples were collected approximately 24 h post-mortem and analyzed using ELISA. The findings demonstrated significantly elevated SIRT1 concentrations in both serum and CSF in the TBI group. Therefore, further analyses demonstrated significantly higher SIRT3 concentrations in serum among study group after TBI. In cases with macroscopically unclear post-mortem abnormalities, a additional assessment of SIRT1 and SIRT3 in body fluids such as serum and CSF might theoretically be utilized to supplementary determination of the cause of death and the magnitude of brain damage for forensic medicine and neuropathological purposes. These findings support the hypothesis that sirtuin expression is altered in the acute phase of TBI and may serve as a useful biomarker in elucidating post-traumatic pathophysiological mechanisms.",,41107542,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107529,Targeted proteomics analysis in type 1 diabetes identifies lower agouti-related protein levels in individuals with impaired hypoglycaemia awareness.,2025,"Impaired awareness of hypoglycaemia (IAH) is a complication of diabetes treatment, whereby individuals are no longer able to feel an oncoming hypoglycaemic event. IAH may be a result of central nervous system adaptation to low recurrent hypoglycaemias, however the precise pathways involved remain unknown. This study employed proteomics analysis to explore potential pathophysiological pathways in IAH, using a nested case-control design within the Dutch Type 1 Diabetes Biomarker study. The Olink<sup>®</sup> Cardiovascular II panel was used for targeted proteomics, comparing 67 individuals with IAH to 108 age- and sex-matched individuals with normal awareness of hypoglycaemia (NAH). Univariate analysis revealed that agouti-related protein (AGRP) levels were significantly lower in individuals with IAH compared to NAH (6.12 NPX vs. 6.44 NPX, FDR-adjusted P = 0.012). In multivariate models adjusted for sex and diabetes duration, AGRP remained significant before p-value adjustment (P < 0.001) but not after adjusting for false discovery rate (FDR) (P = 0.057). AGRP, known for its orexigenic effects and expression in the arcuate nucleus of the hypothalamus, is involved in glucose sensing and hypothalamic-pituitary-adrenal (HPA) axis stimulation, suggesting its potential role in the pathophysiology of IAH. This study highlights the need for further research to clarify AGRP's role and its possible implications for managing IAH in diabetes.","Humans, Male, Female, Diabetes Mellitus, Type 1, Hypoglycemia, Proteomics, Adult, Case-Control Studies, Agouti-Related Protein, Biomarkers, Middle Aged, Awareness",41107529,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107523,Baseline factors that are associated with change in visual acuity in intermediate AMD over two years in a multicentre cohort study in Europe- INTERCEPT-AMD Report 2.,2025,"The aim of this study was to evaluate the change in visual acuity (VA) in participants with intermediate age-related macular degeneration (iAMD) over two years when categorised by the presence or absence of incomplete retinal and retinal pigment atrophy (iRORA) and subretinal drusenoid deposits (SDD). In this multicentre cohort study, participants with iAMD were classified as: i) iAMD with no iRORA or SDD; ii) iAMD with SDD with no iRORA; iii) iAMD with iRORA with no SDD and iv) iAMD with iRORA and SDD. The change in best recorded visual acuity (BRVA) over two years in the whole cohort and in each sub-category was analysed using linear mixed effect models employing an unstructured covariance structure. Associations with age, sex and baseline BRVA were evaluated. 983 eyes from 805 participants were analysed. The mean baseline VA changed from 79.8 (SD 8.1) to 77.7 (SD 10.1) Early Treatment Diabetic Retinopathy Study (ETDRS) letter score at two years, with a mean unadjusted change in BRVA of -0.33 ETDRS letters (95% CI -0.72,0.06); P = 0.10 at 6 months, -0.65 ETDRS letters (95% CI -1.14, -0.16); P = 0.01 at 12 months, -1.45 ETDRS letters (95% CI -2.03, -0.86); P < .001 at 18 months and -2.16 ETDRS letters (95% CI -2.79, -1.53); P < .001 at 24 months. All sub-categories showed a small decline in BRVA. Increasing age and lower baseline visual acuity were associated with lower BRVA over two years. Eyes with iAMD experience a small mean decline of ~2 letters over two years. Overall, these changes may not represent a clinically meaningful difference.",,41107523,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107514,Functional hypothalamic amenorrhea (FHA) in women with normal body mass index (BMI): metabolic and hormonal profiles.,2025,"To determine metabolic and hormonal profiles in women with functional hypothalamic amenorrhea (FHA) with normal body mass index (BMI). In FHA (n = 69) and controls (n = 69), matched for age and BMI lipid, fasting plasma glucose (FPG) and insulin (Ins) levels along with hormonal profile were determined. FHA showed slightly lower FPG (- 8.2%, p = 0.001) contrary to the controls with no differences in lipid profile. In the FHA group, BMI was positively correlated with Ins (r = 0.57, p < 0.001) and negatively with high-density lipoprotein cholesterol (HDL-C; r = - 0.58, p < 0.001). Regarding hormonal profile, FHA showed higher prolactin (PRL; + 61.6%) and thyroid-stimulating hormone (TSH; + 4.0%) levels compared to the controls (all p < 0.05). FHA had higher androgen levels reflected by higher total testosterone (TT; + 22.2%) and 17-hydroxyprogesterone (17-OHP; + 88.9%) levels (all p < 0.05) in contrary to the remainder. FHA women with normal BMI present unfavorably altered hormonal profile reflected by hyperandrogenemia and slightly lower, but significant, FPG level. The findings confirm the importance of assessing both metabolic and hormonal panels in FHA women despite normal BMI.",,41107514,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107513,Timing and survival benefits of cytoreduction in patients with recurrent leiomyosarcoma.,2025,"Leiomyosarcoma is characterized by its aggressive behavior, poor prognosis, resistance to chemotherapeutic drugs, and high recurrence rate. This study aimed to identify prognostic factors affecting the effectiveness of cytoreductive surgery (CRS) on overall survival (OS) in patients with recurrent leiomyosarcoma (LMS). A retrospective analysis was conducted at Başkent University Ankara Hospital from 2007 to 2016, involving 59 patients with uterine LMS who underwent surgery. We assessed demographic and clinical variables, disease recurrence intervals, and treatment outcomes. The median age of the patients was 50.0 (23-78) years, and the median follow-up time was 25.0 (2-87) months. Median disease-free survival (DFS) and OS were 15.0 and 37.0 months, respectively. Disease recurrence occurred in 44 patients (74.6%). After recurrence, 34 (77.3%) patients underwent CRS and chemotherapy (CT), while 10 (22.7%) patients received only CT. The median OS was 19.0 months for patients who underwent CRS and received CT and 15.0 months for those who received only CT (p = 0.132). Notably, OS was significantly longer for patients whose recurrence occurred after 6 months compared to those with early recurrence (19 versus 8 months, p = 0.049). CRS provided a modest survival benefit for patients with recurrent LMS, although statistical significance was not achieved. The results of this study indicate that the timing of recurrence plays a crucial role in survival.",,41107513,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107511,Impact of adjuvant endocrine therapy utilization in male patients with early breast cancer: results from a large German real-world claims data analysis.,2025,"Male breast cancer (BC) is a rare entity and represents a significant clinical challenge due to its late diagnosis and resulting poorer prognosis compared to female BC. As shown by prior studies, approximately 99% of male BC patients are hormone receptor-positive (HR +). This study aimed to evaluate the utilization and impact of adjuvant endocrine therapy (ET) in male early BC patients using a large German real-world claims dataset. Data were collected from a major German statutory health insurance provider (AOK Baden-Wuerttemberg) covering the period between January 1, 2010, and December 31, 2020. Male patients diagnosed with early BC who underwent breast surgery were included. ET use was determined by prescription records. The impact of ET on overall survival (OS) was assessed using univariable (log-rank) and multivariable (cox regression) analysis. Among 128 male early BC patients, 16% (n = 21) did not utilize adjuvant ET. On univariable analysis, ET was significantly associated with 5-year OS (74% with ET vs. 37% without ET; p < 0.0001). Multivariable analysis revealed ET use (Hazard Ratio [HR]: 0.31, 95% CI 0.14-0.69, p = 0.004) having a positive effect on OS, whereas age (HR: 1.04, 95% CI 1.00-1.09) and comorbidities (HR: 1.18, 95% CI 1.05-1.34, p = 0.007) were identified as negative predictive factors for OS. A significant proportion of male patients with early BC does not use ET. However, the use of ET plays a key role in improving survival outcomes for male patients with early BC. Efforts to improve the use of ET, including patient education and management of side effects, are essential to optimize treatment outcomes.",,41107511,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107509,Impact of job satisfaction on quality of life in women at the workplace within the cross-sectional Bern Cohort Study 2014 (BeCS-14).,2025,"Despite labor laws, over 614 million workers exceed 48 work hours weekly. Excessive work has been linked to health problems, as has job satisfaction which also affects the individual's quality of life (QoL). This study aims to investigate the impact of job satisfaction on QoL, with a focus on women. Given that occupational stress and job satisfaction have been associated with gynecologic and obstetric outcomes, these findings are of particular relevance to women's health. The study utilized data from the Bern Cohort Study 2014, a single-center, cross-sectional, observational trial. During the study, several background parameters were collected, while the IMPULS questionnaire was used to assess job satisfaction, and biofunctional status (BFS) and SF-36 assessed the QoL. The results were analyzed by non-parametric Spearman-Rho test, parametric Pearson correlation, and ANOVA, controlling for age, income, physical activity, sleep, relationship status, and sexual life. Our analysis depicted some interesting correlations. For women, an association between their emotional well-being and their energy and fatigue was established with aspects of their job satisfaction, such as variety, completeness and social environment. For men, an obvious association of job control was noted for their general health, energy and fatigue, and emotional well-being. Contrarily, for women job control had no influence on SF-36 parameters but was positively correlated with the systolic blood pressure and diastolic blood pressure (BFS parameters) revealing a rather opposite perception of job control than for men. Our findings support a link between job satisfaction and QoL. Women consider important factors, such as variety, completeness, and social environment, particularly impacting their emotional well-being and energy levels, whereas for men, job control seems to have the greatest significance. For gynecologists and women's health providers, recognizing the role of occupational factors may help integrate workplace exposures into patient history-taking and counseling, especially in the context of reproductive and pregnancy health.",,41107509,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107503,"Temporal trends in the prevalence of polycystic ovary syndrome in China from 1990 to 2021, and projections until 2036: a comparison with Japan, Asia, and global level.",2025,"The burden of polycystic ovary syndrome is increasing worldwide, which places a heavy burden on society and healthcare systems. This study investigates the independent effects of age, period, and cohort on the polycystic ovary syndrome prevalence from 1990 to 2021 in China, Japan, Asia and World. And then predicts the future burden of polycystic ovary syndrome over the next decade. The data were collected from the Global Burden of Disease (GBD) 2021 study, and the average annual percent change (AAPC) and relative risks (RRs) analyzed by joinpoint regression and APC-IE model. And this study employed the BAPC model to predict future disease burdens in China and Japan. In 2021, there were 533.533*104 (95% CI: 376.054*104, 750.101*104) cases of PCOS in China, accounting for 28.69% of all cases in Asia and 14.56% globally. The ASPR of PCOS in China increased from 1990 to 2021, with an AAPC of 2.01 (95% CI: 1.99, 2.03), which was significantly higher than that of Japan (0.21; 95% CI: 0.20, 0.22), Asia (1.30; 95% CI: 1.28, 1.31) and the global average (0.81; 95% CI: 0.80, 0.82). The age-period-cohort analyses revealed that the relative risk (RR) of polycystic ovary syndrome increased with age, peaking at 20-24 years in Chinese women (RR = 1.591) and Japan women (RR = 1.64). And Japan showed a slight increase in the 35-39 age group (RR = 1.583). The period effect of polycystic ovary syndrome showed a consistent upward trend in China, Japan, Asia, and globally. And China experienced the most substantial increase from 1992-1996 (RR = 0.701) to 2017-2021 (RR = 1.271). The cohort effect of PCOS demonstrated a declining trend across regions, but China and Asia experienced an incline from 2002-2006 to 2007-2011 birth cohort. By 2036, the ASPR of PCOS in China is projected to increase by 27% from 2021, reaching 1961.45/100,000. The prevalence of the PCOS in China has increased significantly over the past three decades. The age group with a high prevalence of polycystic ovary syndrome among Chinese women is 20-25 years old. And women in the new birth cohort are more likely to develop polycystic ovary syndrome. It is imperative that the government standardize the diagnosis and treatment of polycystic ovary syndrome and provide health education to the women.",,41107503,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107494,Predicting cervical lymph node metastasis in papillary thyroid carcinoma using capsule disruption length measured by 3D-US.,2025,"Papillary thyroid carcinoma (PTC) is a prevalent endocrine malignancy with a propensity for lymph node metastasis (LNM). Extrathyroidal extension (ETE) is a key factor in preoperative LNM prediction. The criteria for ultrasound diagnosis of ETE remain controversial. The aim is to determine if the length of capsule disruption (LCD) on three-dimensional ultrasound (3D-US) can predict cervical LNM in PTC patients. A prospective cohort of 168 patients from Peking Union Medical College Hospital was examined by 3D-US. The LCD was measured using the omniview mode of 3D-US. Statistical analyses included Chi-square tests, T-tests, Mann-Whitney tests, ROC curve analysis, and logistic regression analysis. Of the 126 patients included, 71 had LNM. Younger age, male gender, larger malignant nodules, LCD, echogenic foci, and thyroid capsule invasion were significantly associated with LNM. LCD ≥ 0.42 cm increases LNM risk by 4.097 (p < 0.001). A nomogram was constructed incorporating gender, age, maximum diameter of the largest malignant nodule (MDLM), and LCD to estimate the risk of LNM. The accuracy and AUC of the nomogram were 73.0% and 0.795 (0.718-0.873). LCD on 3D-US is a significant predictor of cervical LNM in PTC patients. This study's nomogram, based on easily measurable parameters, can help in the preoperative assessment of LNM risk, potentially guiding surgical management. Question Can the LCD measured by 3D-US predict cervical LNM in PTC? Findings LCD ≥ 0.42 cm on 3D-US increase LNM risk by 4.097-fold. The nomogram with LCD, gender, age, and nodule size shows good predictive ability (AUC = 0.795). Clinical relevance LCD is a promising predictor of LNM, an alternative to ultrasound thyroid capsule invasion evaluation. The nomogram enables risk-adapted surgery, reducing unnecessary dissection or missed metastases to improve patient outcomes.",,41107494,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107484,Outcomes and Risk Factors of Transcatheter Interventions to Create or Enlarge an Atrial Communication.,2025,"Despite interventions to enlarge/create an atrial communication having been performed for several decades, only a single larger multi-center study has reported procedural adverse events on at least 200 patients. Most studies have included associated interventions performed in the same setting and have not differentiated by procedural techniques, limiting the ability to derive conclusions from those reports. 432 cases from the C3PO-QI registry dataset from 01/2014 to 12/2017 who underwent interventions to enlarge/create an atrial communication were included (excluding patients with other interventions performed in the same setting). Patient- and procedure-specific data were analyzed, and risk factors for clinically meaningful adverse events (CMAE) were identified. 63% of interventions to enlarge/create an atrial communication were performed <  = 30 days of age, 18% age 1-11 months, and 19% >  = 1 year. 91% were non-elective procedures. For atrial access, 18% required needle or radiofrequency (RF) puncture. Balloon septostomy alone was performed in 73%, atrial septoplasty (± BAS) in 12%, and atrial stent or blade septostomy in 15%. CMAE occurred in 6.5% of cases (mortality 2%). By multivariable analysis, risk factors for CMAE were single ventricle and atrial needle or RF puncture. When analyzing neonates and patients one year of age or older separately, pre-procedural ECMO, single-ventricle physiology, atrial access via needle or RF puncture, and type of atrial intervention other than standard BAS, were all associated with an increased incidence of CMAE in neonates, but not in patients 1 year of age or older. Interventions to enlarge/create an atrial communication carry a risk of CMAE that varies by age group, with ECMO at the start, single-ventricle physiology, atrial access via needle or RF puncture, and type of atrial intervention anything other than standard BAS being significant risk factors for CMAE in neonates, but not in patients above 1 year of age.",,41107484,[]
https://www.ncbi.nlm.nih.gov/pubmed/41107477,Perceptions of targeted sexual healthcare among French MSM based on HPV vaccination policy in France.,2025,"Human papillomavirus (HPV) vaccination in France is recommended for persons of both sexes up to 19 years of age. This increases to 26 years for men who have sex with men (MSM), as they are considered a high-risk group. Raising the upper age limit for MSM is a targeted sexual healthcare policy because it takes into account the specificities of MSM sexual practices. Assessing MSM's perceptions of targeted sexual healthcare, using HPV vaccination as an example, is crucial for improving public health policy and HPV recommendations. As part of the French mixed-methods study Vaccigay, we conducted a qualitative study-using semi-structured interviews-with MSM selected by age and HPV vaccination status in 2022. Interviews were transcribed verbatim and thematically analysed using NVivo. Some respondents supported targeted sexual healthcare policy for MSM because they recognised the epidemiological factors involved and wanted healthcare workers to have a non-judgmental attitude toward them. Others did not because they felt it stigmatised MSM; they advocated equal sexual healthcare for everyone. Ultimately, uncertainty about one's own sexual orientation and difficulty discussing sexuality with doctors were barriers to accessing targeted sexual health care. We recommend improving training of healthcare workers on the specific needs of sexual and gender minorities, increasing the number of sexual health centres that serve these populations, and extending HPV vaccination to all adults up to the age of 26, irrespective of sexual orientation.","Humans, Male, France, Adult, Papillomavirus Vaccines, Papillomavirus Infections, Homosexuality, Male, Vaccination, Young Adult, Middle Aged, Sexual and Gender Minorities, Health Policy, Sexual Health, Sexual Behavior, Adolescent, Health Knowledge, Attitudes, Practice, Female, Qualitative Research",41107477,[]
