paper_url,paper_name,paper_year,abstract,keywords,doi_url
https://pmc.ncbi.nlm.nih.gov/articles/PMC9648808/,Rapamycin treatment early in life reprograms aging: hyperfunction theory and clinical practice,2022,"Making provocative headlines, three outstanding publications demonstrated that early-life treatment with rapamycin, including treatments during developmental growth, extends lifespan in animals, confirming predictions of hyperfunction theory, which views aging as a quasi-program (an unintended continuation of developmental growth) driven in part by mTOR. Despite their high theoretical importance, clinical applications of two of these studies in mice, <italic toggle=""yes"">Drosophila</italic> and <italic toggle=""yes"">Daphnia</italic> cannot be implemented in humans because that would require growth retardation started at birth. A third study demonstrated that a transient (around 20% of total lifespan in <italic toggle=""yes"">Drosophila</italic>) treatment with rapamycin early in <italic toggle=""yes"">Drosophila</italic> adult life is as effective as lifelong treatment, whereas a late-life treatment is not effective. However, previous studies in mice demonstrated that a transient late-life treatment is highly effective. Based on hyperfunction theory, this article attempts to reconcile conflicting results and suggests the optimal treatment strategy to extend human lifespan.",senescence; gerostatics; geroscience; sirolimus; healthspan; Research Perspective,https://doi.org/10.18632/aging.204354
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537203/,Devil or angel: A review of autophagy in ischemia–reperfusion injury,2025,"Ischemia–reperfusion injury (IRI) is a secondary injury that occurs after recanalization of the blood flow in ischemic tissues or organs. Autophagy is a lysosome-dependent cellular process that eliminates misfolded proteins and functionally impaired organelles to maintain intracellular homeostasis. Autophagy plays a pivotal role in IRI occurrence and development. Autophagy acts as a “double-edged sword” in this context, and its role (positive or negative) in IRI remains controversial, complicating efforts to target autophagy to alleviate IRI. In this review, we explore the role of autophagy in various IRI diseases with the aim of providing insights for research focused on mitigating IRI through autophagy regulation.",autophagy; cell death; ischemia–reperfusion injury; lysosome; oxidative stress; reactive oxygen species; 4700; Research Article; Narrative Review,https://doi.org/10.1097/MD.0000000000045330
https://pmc.ncbi.nlm.nih.gov/articles/PMC12535887/,"CORO1A: a pan-cancer prognosis, diagnostic and immune biomarker based on breast cancer validation",2025,,CORO1A; prognosis; tumor immunity; pan-cancer; breast cancer; Oncology,https://doi.org/10.3389/fonc.2025.1670526
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536756/,Matrix Metalloproteinase-9 as a Biomarker for Diagnosis and Monitor Disease Progression in Psoriatic Arthritis,2025,,psoriatic arthritis; matrix metalloproteinases 9 (MMP-9); disease activity; biomarker; diagnosis; Original Paper,https://doi.org/10.31138/mjr.151024.mpr
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537267/,The impact of SULT1E1-mediated sleep characteristics on lung cancer risk: A mediation Mendelian randomization analysis study,2025,"The interplay between sleep characteristics, estrogen sulfotransferase (SULT1E1), and lung cancer may involve complex interactions. While prior research has predominantly examined the association of SULT1E1 with breast cancer and the individual effects of sleep characteristics on lung cancer, the potential multifaceted interactions among these 3 factors remain underexplored. This study employed a two-sample univariable Mendelian randomization framework to systematically examine potential causal associations between 8 distinct sleep-related traits and lung cancer, encompassing its various histological subtypes. Mediation Mendelian randomization (MR) analysis was implemented to assess the putative mediating role of SULT1E1 in these associations. Methodological rigor was ensured through the application of multiple complementary MR approaches. Comprehensive evaluation of heterogeneity and horizontal pleiotropy was conducted utilizing the MR-Egger regression intercept test, Cochran <italic toggle=""yes"">Q</italic> statistic, and leave-one-out sensitivity analysis. Furthermore, the Mendelian Randomization Pleiotropy RESidual Sum and Outlier was systematically applied to identify and adjust for potential horizontal pleiotropic effects. Moreover, we employed the false discovery rate method to correct for multiple hypothesis testing and control the risk of false-positive results. Mediation MR analysis, revealed a causal association between sleep duration and a reduced risk of squamous cell lung cancer (SCC), with 9.3% of the effect mediated by SULT1E1. Dozing off during the day was causally associated with a reduced risk of lung cancer and non-small cell lung cancer. Lack of sleep was causally associated with a reduced risk of small cell lung cancer. A causal association was observed between reduced sleep duration and an elevated risk of SCC. Mediation analysis demonstrated that SULT1E1 mediated 9.3% of the total effect of reduced sleep duration on SCC development.",lung cancer; MR analysis; sleep characteristics; sleep duration; SULT1E1; 5700; Research Article; Observational Study,https://doi.org/10.1097/MD.0000000000045167
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537258/,Dynamic alterations in plasma adiponectin levels after surgery as a prognostic factor for gastric cancer: A prospective cohort study,2025,"Gastric cancer (GC) ranks among the most commonly diagnosed cancers globally. Adiponectin (APN) has been shown to have varying associations with malignancies. Although its inhibitory effect on tumor growth, its specific role in GC remains controversial. This study aimed to clarify the prognostic value of dynamic APN levels in GC patients and its association with clinical and pathological features. A prospective cohort study was conducted on 68 newly diagnosed GC patients. Plasma APN levels were measured preoperatively and postoperatively at 4 time points (preoperative and postoperative on day 1, day 7, and day 30). Statistical analysis was performed using SPSS version 26.0. APN levels dropped markedly on day 1 postoperative (<italic toggle=""yes"">P</italic> = .002), gradually recovered by day 7, and approached preoperative levels by day 30. Body mass index was significantly lower in the high preoperative adiponectin concentration in plasma group compared to the low preoperative adiponectin concentration in plasma group (<italic toggle=""yes"">P</italic> = .001), while differences in age and gender were not statistically significant (<italic toggle=""yes"">P</italic> > .05). In the multivariate Cox regression analysis, both tumor size (<italic toggle=""yes"">P</italic> = .001) and CA72.4 levels (<italic toggle=""yes"">P</italic> = .003) emerged as significant predictors of postoperative mortality in GC patients. Importantly, elevated APN levels on postoperative day 1 demonstrated a statistically significant association with reduced overall survival (<italic toggle=""yes"">P</italic> = .005; Exp(<italic toggle=""yes"">B</italic>) = 1.208). The study demonstrated that APN levels fluctuate dynamically over time and carry significant prognostic value in GC. Further research is needed to validate its clinical impact.",adiponectin; CA72.4; gastric cancer; overall survival; prognostic factor; tumor size; 4500; Research Article; Observational Study,https://doi.org/10.1097/MD.0000000000045386
https://pmc.ncbi.nlm.nih.gov/articles/PMC12533257/,Activation of a FOXO3-induced cell cycle arrest regulates ferroptosis,2025,"FOXO transcription factors act downstream of PI3K signaling, and FOXO transcriptional activity is inhibited through nuclear exclusion by PKB/AKT-mediated phosphorylation. Many studies have shown FOXO to contribute to organismal homeostasis by mitigating (extra)cellular stress to prevent cell death (reviewed in [1]). Here we show that FOXO3 activation protects cells from ferroptosis, an iron-dependent form of non-apoptotic cell death. In untransformed hTERT-RPE-1 cells, FOXO3 activation reduces ferroptosis in a multilayered manner. First, FOXO3 mediates protection from ferroptosis in part through a p27-induced G1 cell cycle arrest. Second, FOXO3 activation reduces cellular H<sub>2</sub>O<sub>2</sub> levels, thereby limiting substrate availability for the Fenton reaction, which fuels hydroxyl radical formation for lipid peroxidation. Third, FOXO3 activation lowers cellular iron content by reducing TFR1 expression, which, combined with the lowering of cellular H<sub>2</sub>O<sub>2</sub> levels, likely further reduces the formation of hydroxyl radicals through the Fenton reaction. Finally, FOXO3 activation reduces expression of long-chain-fatty-acid—CoA ligase 4 (ACSL4) and Peroxisomal targeting signal 1 receptor (PEX5), proteins involved in lipid metabolism and protection against ferroptosis. Taken together, we show that FOXO3 activation results in protection from ferroptosis, adding to the repertoire of FOXO-controlled cell protection programs.",Cell death; Transcription; Stress signalling; Article,https://doi.org/10.1038/s41420-025-02760-x
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536385/,[Corrigendum] UBE2T silencing suppresses proliferation and induces cell cycle arrest and apoptosis in bladder cancer cells,2025,,Corrigendum,https://doi.org/10.3892/ol.2025.15326
https://pmc.ncbi.nlm.nih.gov/articles/PMC12532812/,Targeting tumor intrinsic TAK1 engages TNF-α-driven cell death through distinct mechanisms and enhances cancer immunotherapy,2025,"Despite the success of immune checkpoint inhibitors in cancer, many patients do not respond or relapse following treatment. Therefore, new approaches to augment existing immunotherapies are needed. CRISPR screens have revealed the importance of TNF-α signal transduction mediators, such as TAK1, in facilitating tumor susceptibility to cytotoxic T cells. Here, we demonstrate that inhibition of TAK1 in tumor cells lowers the threshold for TNF-α-induced cytotoxicity. Upon TNF-α signaling, pharmacologic inhibition of TAK1 sensitized tumor cells to RIPK1-dependent apoptosis. However, RIPK1-independent apoptosis occurred upon genetic deletion of <italic toggle=""yes"">Tak1</italic>, suggesting a novel scaffolding function of TAK1 is required to induce RIPK1 kinase activity during cell death. Deleting <italic toggle=""yes"">Tak1</italic> impaired in vivo tumor growth, enhanced α-PD-1 immunotherapy, and lead to durable anti-tumor memory, dependent on CD8 T cells and intact TNF-α signaling. Our results collectively demonstrate that compromising TAK1 function within tumor cells leverages the cytotoxic capacity of TNF to enhance anti-tumor immunity and generate deeper and more durable anti-tumor immune responses in preclinical models of cancer.",Targeted therapies; Cell death and immune response; Article,https://doi.org/10.1038/s41419-025-08013-0
https://pmc.ncbi.nlm.nih.gov/articles/PMC12533538/,Unraveling the role of regulatory cell death in sepsis: an integrated analysis of bulk and single-cell sequencing data,2025,,Sepsis; Regulatory cell death; Machine learning; scRNA; CLP; Bioinformatics; Genomics; Immunology; Infectious Diseases; Translational Medicine,https://doi.org/10.7717/peerj.20167
https://pmc.ncbi.nlm.nih.gov/articles/PMC12524155/,MM-129 Counteracts 5-Fluorouracil-Induced Cellular Senescence in Colon Cancer via SIRT1/STAT3 Signaling Pathway,2025,"Cellular senescence plays a critical role in tumorigenesis and is recognized as a hallmark of colorectal cancer (CRC). Emerging evidence suggests that 5-fluorouracil (5-FU)-induced senescence may contribute to chemoresistance and tumor recurrence. Here, we investigated the effect of 5-FU on colon cancer cell senescence and whether MM-129 (pyrazolo[4,3-e]tetrazolo[4,5-b][1,2,4]triazine sulfonamide) can antagonize this activity. Senescence was identified by the expression of senescence-associated β-galactosidase (SA-β-gal) and cyclin-dependent kinase inhibitor 1A (p21) using qPCR, microscopy, flow cytometry, and immunohistochemistry. We also measured interleukin 6 (IL-6) and tumor necrosis factor (TNF-α) as key SASP cytokines, along with E-cadherin (CDH1), a marker of epithelial integrity. The SIRT1/STAT3 pathway was evaluated to elucidate the mechanism of MM-129′s action. MM-129 counteracted 5-FU-induced senescence in colon cancer models, reducing p21 levels in zebrafish xenografts and the number of SA-β-gal-positive cells <italic toggle=""yes"">in vitro</italic> and in tumor tissues from DLD-1 and HT-29 mouse xenografts. MM-129 also inhibited senescence-associated responses by suppressing SASP cytokines (IL-6, TNF-α) and restoring E-cadherin (CDH1), and it modulated the SIRT1/STAT3 axis, which may underlie the observed senotherapeutic effects. In conclusion, MM-129 represents a novel senotherapeutic candidate. By modulating the SIRT1/STAT3 axis, it may suppress the SASP and weaken pro-survival signaling, thereby facilitating selective clearance of senescent cells. Integrating senotherapeutics with conventional cancer therapies may enhance efficacy and open new avenues for translational research.",colorectal cancer; cellular senescence; chemoresistance; MM-129; senescence-associated secretory phenotype; 5-fluorouracil; SIRT1/STAT3 signaling; senotherapeutic agent; Article,https://doi.org/10.3390/cells14191498
https://pmc.ncbi.nlm.nih.gov/articles/PMC12517210/,Mitochondrial proteins as biomarkers of cellular senescence and age-associated diseases,2025,"Research in the field of mitochondrial biomarkers plays an important role in understanding the processes of cellular aging. Mitochondria are not only the energy centers of the cell, but also key regulators of signaling within the cell. They significantly affect the life and function of the cell. The aging process of cells is associated with various factors, including DNA damage, disruption of the cell cycle, changes in mitochondria, and problems with signal transmission. Mitochondrial dysfunction is a major contributor to cellular and organismal aging. As we age, there is an accumulation of dysfunctional mitochondria, leading to decreased efficiency of oxidative phosphorylation and increased production of reactive oxygen species. This review focuses on the main mitochondrial markers involved in the mechanisms of cell aging: DRP1, Prohibitin, Parkin, PINK1, MFF, VDAC, TOM. These signaling molecules are involved in mitochondrial fission and the mechanisms of mitochondria-dependent apoptosis, in the regulation of mitochondrial respiratory activity, ensuring the stability of the organization and copying of mitochondrial DNA, protecting cells from oxidative stress, in the process of autophagy of damaged mitochondria, in protective mechanisms during stress-induced mitochondrial dysfunction. Analysis of mitochondrial markers can provide valuable information about the state of cells and their functional significance at various stages of aging, which could promote our understanding of cellular aging mechanisms and developing corrective methods. These insights highlight mitochondrial proteins as potential therapeutic targets to combat age-related diseases.",mitochondria; mitochondrial proteins; biomarkers; cellular senescence; age-associated diseases; Review,https://doi.org/10.18632/aging.206305
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536955/,"Transforming through democracy, human rights, and sustainable development at the 5th National Conference on Workers’ Health",2025,,Opinion Article,https://doi.org/10.1590/S2237-96222025v34e20250669.en
https://pmc.ncbi.nlm.nih.gov/articles/PMC10170830/,Piperlongumine conquers temozolomide chemoradiotherapy resistance to achieve immune cure in refractory glioblastoma via boosting oxidative stress-inflamation-CD8<sup>+</sup>-T cell immunity,2023,,Piperlongumine; Glioma; Tumor microenvironment; ROS generation/elimination; Immunotherapy; PD-1; Research,https://doi.org/10.1186/s13046-023-02686-1
https://pmc.ncbi.nlm.nih.gov/articles/PMC11314175/,Thermally Stable UV-Curable Pressure-Sensitive Adhesives Based on Silicon–Acrylate Telomers and Selected Adhesion Promoters,2024,"A new type of UV-curable pressure-sensitive adhesive containing Si atoms (Si-PSAs) was prepared by a solution-free UV-initiated telomerization process of n-butyl acrylate, acrylic acid, methyl methacrylate, and 4-acrylooxybenzophenone using triethylsilane (TES) as a telogen and an acylphosphine oxide (APO) as a radical photoinitiator. Selected commercial adhesion promoters were tested as additives in the formulation of adhesive compositions, i.e., (i) an organic copolymer with polar groups (carboxyl and hydroxyl); (ii) a hydroxymetal-organic compound; and (iii) a quaternary ammonium salt and (iv) a chlorinated polyolefin. No fillers, crosslinking agents, or photoinitiators were used in the adhesive compositions. NMR techniques confirmed the incorporation of silicon atoms into the polyacrylate structure. The influence of adhesion promoters on the kinetics of the UV-crosslinking process of Si-PSAs was investigated by a photo-DSC technique. The obtained Si-PSAs were characterized by adhesion (to steel, glass, PMMA, and PE), tack, and cohesion at 20 °C. Finally, the wetting angle of Si-PSAs with water was checked and their thermal stability was proved (TGA). Unexpectedly, the quaternary ammonium salt had the most favorable effect on improving the thermal stability of Si-PSAs (302 °C) and adhesion to glass and PMMA. In contrast, Si-PSAs containing the hydroxymetal-organic compound showed excellent adhesion to steel.",photopolymerization; telomerization; adhesion promoter; pressure-sensitive adhesives; silicone; acrylate; Article,https://doi.org/10.3390/polym16152178
https://pmc.ncbi.nlm.nih.gov/articles/PMC11084564/,Polymer System Based on Polyethylene Glycol and TFE Telomers for Producing Films with Switchable Wettability,2024,"Today a lot of attention is paid to the formation of thermosensitive systems for biomedical and industrial applications. The development of new methods for synthesis of such systems is a dynamically developing direction in chemistry and materials science. In this regard, this paper presents results of the studies of a new synthesized supramolecular polymer system based on polyethylene glycol and tetrafluoroethylene telomers. The films formed from the polymer substance have the property of switching wettability depending on temperature after heating activation. It has been established that the wettability changes at 60 °C. The contact angle of activated hydrophobic polymer film reaches 143°. Additionally, the system exhibits its properties regardless of the pH of the environment. Based on data obtained by the methods of infrared and x-ray photoelectron spectroscopy, differential thermal analysis and thermal analysis in conjunction with wettability and morphology, a model of the behavior of molecules in a polymer system was built that ensures switching of the hydrophilic/hydrophobic surface state. The resulting polymer system, as well as films based on it, can be used in targeted drug delivery, implantation surgery, as sensors, etc.",switch polymers; supramolecular system; polyethylene glycol; tetrafluoroethylene telomers; IR-spectroscopy; X-ray photoelectron spectroscopy; Article,https://doi.org/10.3390/ijms25094904
https://pmc.ncbi.nlm.nih.gov/articles/PMC12532249/,Cracks in the pattern: Gallagher’s theory of the self and the dynamics of schizophrenic selfhood,2025,"The contemporary debate on selfhood in philosophy, psychiatry, and cognitive science unfolds most often between two opposing tendencies: reductionism, seeking to identify a fundamental and minimal core of selfhood, and eliminativism, denying the existence of the self. Shaun Gallagher’s Pattern Theory of the Self (PTS) has emerged as a promising alternative approach. By defining the self as a dynamical gestalt composed of heterogeneous elements and a multiplicity of interacting processes—including embodied, affective, cognitive, narrative, and social dimensions—the PTS offers an integrative and pluralist account of the self. Nevertheless, while the PTS succeeds in avoiding essentialism and supporting pluralism it faces the challenge of providing concrete tools to analyze the organization of self-patterns, particularly in pathological cases such as schizophrenia. We propose a reframing of PTS through the concept of architectonics, rooted in Kantian philosophy and developed in the phenomenological tradition. The architectonic view allows for a stratified and genetic account of self-patterns, attentive to the polyrhythmic unfolding of lived experience across multiple temporal and structural layers. Furthermore, it enables a fine-grained analysis of pathologies and recovery of the self, notably in schizophrenia spectrum disorders, where selfhood appears to be fractured.",selfhood; phenomenology; schizophrenia; mental health; recovery; pattern theory of self; architectonics; Psychiatry,https://doi.org/10.3389/fpsyt.2025.1647545
https://pmc.ncbi.nlm.nih.gov/articles/PMC12533249/,The variational modulus density theory explains mechanical responses of cell membranes and membrane crosslinkers,2025,"Both classical mechanics and quantum mechanics explain Brownian motion. However, it remains unclear whether they are compatible with each other, as the physical and mathematical identity of the wavefunction in quantum mechanics has been elusive. In this work, a continuum theory using grammars in classical mechanics modeling, but potentially compatible with the quantum wavefunction, is introduced. The theory explains the confined Brownian motion of cell membrane inclusions interacting with extracellular matrices or cytoskeletons via elastic molecular crosslinkers. This crosslinker theory is integrated into the Canham-Helfrich-Evans model for fluid membranes. Calculations, based on a finite element method for the combined theory, reproduced measured data from adhesion molecular machineries and cell membranes. Overall, by providing physical and mathematical interpretations of the quantum wavefunction, the presented theoretical model provides improved capabilities for the realistic simulation of cell membranes and membrane linker proteins.",Membrane-crosslinker interaction; Confined Brownian motion; Quantum wavefunction; Lipid nanodomain; Adhesion molecular machinery; Finite element method; Membrane biophysics; Mechanical engineering; Computational science; Biological physics; Applied physics; Article,https://doi.org/10.1038/s41598-025-17573-2
https://pmc.ncbi.nlm.nih.gov/articles/PMC12518450/,Circular RNAs orchestrating breast cancer hallmarks: bridging tumor biology and therapy resistance,2025,"Breast cancer (BC) remains a leading cause of cancer-related mortality among women worldwide, with treatment resistance posing a significant clinical challenge. Circular RNAs (circRNAs), a class of non-coding RNAs, have gained increasing attention as key regulators of gene expression, influencing BC pathogenesis, progression, and therapeutic response. This review explores the mechanistic insights into circRNA functions in BC, focusing on their involvement in tumor proliferation, metabolic reprogramming, epithelial-mesenchymal transition (EMT), angiogenesis, metastasis, and apoptosis. Additionally, we highlight the crosstalk between circRNAs and microRNAs, emphasizing their potential as diagnostic and prognostic biomarkers. Beyond their roles in tumor biology, circRNAs are implicated in drug resistance, modulating responses to chemotherapy, targeted therapy, and endocrine treatment. Despite their promising applications, challenges remain, including the complexity of circRNA interactions, and the development of robust preclinical models. Addressing these challenges through interdisciplinary research integrating genomics, transcriptomics, and functional studies will pave the way for circRNA-based therapeutic strategies and personalized medicine approaches in BC management.",Breast cancer; Drug resistance; Personalized medicine; Biomarkers; Non-coding RNAs (ncRNAs); CircRNAs; Review,https://doi.org/10.1007/s10142-025-01709-8
https://pmc.ncbi.nlm.nih.gov/articles/PMC12023433/,"Low blood levels of selenium, selenoprotein P and GPx3 are associated with accelerated biological aging: results from the Berlin Aging Study II (BASE-II)",2025,,Research,https://doi.org/10.1186/s13148-025-01863-7
